Number,Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
2193,B19000124KL,peHI,HENRIK IBSEN,peKL,KARL LARSEN,1900-01-24,KRISTIANIA,Kri,,,,,,,"'Herr professor Karl Larsen,, Walkendorfsgade 30,, København.'",
2194,B19000124SvA,peHI,HENRIK IBSEN,peSvA,SVEA ÅHMAN,1900-01-24,KRISTIANIA,Kri,,,,,,,"'Frøken Svea Åhman,, Svenska Teatern,, Helsingfors., Finland.'",
2195,B19000128WA,peHI,HENRIK IBSEN,peWA,WILLIAM ARCHER,1900-01-28,KRISTIANIA,Kri,"'peWHei, peJH, peFrAr'",,,,,,,
2196,Budat1899-1900NN_Natr_jodat,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1899-04 - 1900-01,KRISTIANIA,Kri,,,,,,,,
2197,B19000201MorM,peHI,HENRIK IBSEN,peMorM,MORTEN MÜLLER,1900-02-01,KRISTIANIA,Kri,,,,,,,"'Herrn Landschaftsmaler, Morten-Müller,, Ritter m.h. Ord., Düsseldorf.'",
2198,B19000203JBC,peHI,HENRIK IBSEN,peJBC,JENNY BLICHER-CLAUSEN,1900-02-03,KRISTIANIA,Kri,peEiChr,,orgNatTh,,,,,
2199,B19000206AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-02-06,KRISTIANIA,Kri,"'peOSt, peMN, peKL'",,,,,,"'Herr fuldmægtig August Larsen,, Gyldendalske boghandel,, København.'",
2200,B19000209AG,peHI,HENRIK IBSEN,peAG,ARNE GIVERHOLT,1900-02-09,KRISTIANIA,Kri,,,,,,,"'Herr Arne Giverholt., Dr. gd. 11., Trondhjem.'",
2201,B19000213NN_Fremde,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900-02-13,KRISTIANIA,Kri,,,,,,,,
2202,B19000223AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-02-23,KRISTIANIA,Kri,"'pePMa, peJBH'",,,,,,"'Herr fuldmægtig August Larsen,, Gyldendalske boghandel,, København.'",
2203,B19000402CaSo,peHI,HENRIK IBSEN,peCaSo,CAROLINE SONTUM,1900-04-02,KRISTIANIA,Kri,peVA,,,,,,'Fru Dr. Sontum.',
2204,B19000410NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1900-04-10,KRISTIANIA,Kri,,,,,,,,
2205,B19000412MSJM,peHI,HENRIK IBSEN,peMSJM,MARY ST JOHN-MILDMAY,1900-04-12,KRISTIANIA,Kri,,,,,,,,
2206,B19000416WA,peHI,HENRIK IBSEN,peWA,WILLIAM ARCHER,1900-04-16,KRISTIANIA,Kri,"'peJaJ, peWHei, peFrAr'",,,,,,,
2207,B19000421NP,peHI,HENRIK IBSEN,peNP,NILS PERSONNE,1900-04-21,KRISTIANIA,Kri,,,orgKDTS,,,,,
2208,B19000424KL,peHI,HENRIK IBSEN,peKL,KARL LARSEN,1900-04-24,KRISTIANIA,Kri,peMiL,,,,,,,
2209,B19000425HeSt,peHI,HENRIK IBSEN,peHeSt,HEINRICH STÜMCKE,1900-04-25,KRISTIANIA,Kri,,,,,,,"'Herrn Dr. Heinrich Stümcke,, Schriftsteller und Chefredakteur der «Bühne und\n                        Welt»., Wormserstrasse 7,, Berlin.W.'",
2210,B19000430AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-04-30,KRISTIANIA,Kri,"'peStK, peJBH, peKL'",,,,,,,
2211,B19000505AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1900-05-05,KRISTIANIA,Kri,peAlR,,,,,,,
2212,B19000508GaG,peHI,HENRIK IBSEN,peGaG,GUSTAF AF GEIJERSTAM,1900-05-08,KRISTIANIA,Kri,,,,,,,,
2213,B19000511JBC,peHI,HENRIK IBSEN,peJBC,JENNY BLICHER-CLAUSEN,1900-05-11,KRISTIANIA,Kri,,,,,,,,
2214,Budat19000511KrC,peHI,HENRIK IBSEN,peKrC,KRISTINE CHRISTIE,1900-05-11,KRISTIANIA,Kri,,,,,,,,
2215,B19000513SPa,peHI,HENRIK IBSEN,peSPa,SOFIE PARELIUS,1900-05-13,KRISTIANIA,Kri,,,,,,,,
2216,B19000515NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1900-05-15,KRISTIANIA,Kri,,,,,,,,
2217,B19000524RWo,peHI,HENRIK IBSEN,peRWo,ROMAN WOERNER,1900-05-24,KRISTIANIA,Kri,,,,,,,,
2218,B19000527NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1900-05-27,KRISTIANIA,Kri,,,,,,,,
2219,Budat19000603AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-06-03,KRISTIANIA,Kri,,,,,,,,
2220,B19000606ASch,peHI,HENRIK IBSEN,peASch,AMANDUS SCHIBSTED,1900-06-06,KRISTIANIA,Kri,,,,,,,,
2221,Budat19000613SuI,peHI,HENRIK IBSEN,peSuI,SUSANNA IBSEN,1900-06-13,SANDEFJORD,Sand,peSiI,,,,,,,
2222,B19000706JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1900-07-06,SANDEFJORD,Sand,peCMo,,,,,,"'Dr. Julius Elias, Bad Kreuznach Hôtel Kauzenberg, Via Hamburg, Frankfurt a. M.'",
2223,B19000716NN_Bin_krank,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900-07-16,SANDEFJORD,Sand,,,,,,,,
2224,B19000718AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-07-18,SANDEFJORD,Sand,,,,,,,,
2225,B19000811ASto,peHI,HENRIK IBSEN,peASto,ANNA STOUSLAND,1900-08-11,SANDEFJORD,Sand,,,,,,,"'Frøken Anna Stousland,, Vraalioven. Laurdal., Telemarken.'",
2226,B19000823ODL,peHI,HENRIK IBSEN,peODL,OSSIP-LOURIÉ,1900-08-23,SANDEFJORD,Sand,,,,,,,,
2227,B19000831JAn,peHI,HENRIK IBSEN,peJAn,JUSTUS ANDERSSEN,1900-08-31,SANDEFJORD,Sand,,,,,,,,
2228,B19000831MLy,peHI,HENRIK IBSEN,peMLy,MARIA LYCHE,1900-08-31,SANDEFJORD,Sand,,,,,,,,
2229,B19000909DL,peHI,HENRIK IBSEN,peDL,DORE LAVIK,1900-09-09,KRISTIANIA,Kri,peAlR,,,,,,,
2230,B19000914NN_Kareste,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900-09-14,KRISTIANIA,Kri,,,,,,,,
2231,B19000917ALan,peHI,HENRIK IBSEN,peALan,ALBERT LANGEN,1900-09-17,KRISTIANIA,Kri,,,,,,,,
2232,B19001001NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1900-10-01,KRISTIANIA,Kri,,,,,,,,
2233,B19001018AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1900-10-18,KRISTIANIA,Kri,,,,,,,,
2234,B19001104ChrSo,peHI,HENRIK IBSEN,peChrSo,CHRISTIAN SONTUM,1900-11-04,KRISTIANIA,Kri,,,,,,,,
2235,B19001120Stort,peHI,HENRIK IBSEN,orgStort,STORTINGET,1900-11-20,KRISTIANIA,Kri,"'peChrS, peBB, peAGa, peEGr, peABG, peTAL, peEN, peJSel, peJSv, peSiHa'",,,,,,,
2236,B19001123Stort,peHI,HENRIK IBSEN,orgStort,STORTINGET,1900-11-23,KRISTIANIA,Kri,peAPr,,,,,,,
2237,B19001203ESch,peHI,HENRIK IBSEN,peESch,EMIL SCHREINER,1900-12-03,KRISTIANIA,Kri,,,,,,,"'Herr rektor Schreiner,, Kathedralskolen,, Kristiania.'",
2238,B19001205ESch,peHI,HENRIK IBSEN,peESch,EMIL SCHREINER,1900-12-05,KRISTIANIA,Kri,,,,,,,"'Herr rektor E. Schreiner,, Kathedralskolen,, hersteds.'",
2239,B19001209CKE,peHI,HENRIK IBSEN,peCKE,CORNELIS KAREL ELOUT,1900-12-09,KRISTIANIA,Kri,,,,,,,,
2240,B19001210Polit,peHI,HENRIK IBSEN,orgPolit,POLITIKEN,1900-12-10,KRISTIANIA,Kri,,,,,,,,
2241,B19001218AlR,peHI,HENRIK IBSEN,peAlR,ALBERT RANFT,1900-12-18,KRISTIANIA,Kri,,,,,,,,
2242,B19001219JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1900-12-19,KRISTIANIA,Kri,,,,,,,,
2243,B19001223OMA,peHI,HENRIK IBSEN,peOMA,OLUF MARTIN ANDERSEN,1900-12-23,KRISTIANIA,Kri,,,,,,,"'Herr stadsingeniør Andersen,, Sehesteds Plads 2. , hersteds.'",
2244,B19001228JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1900-12-28,KRISTIANIA,Kri,,,,,,,,
2245,B19001230ML,peHI,HENRIK IBSEN,peML,MIKAEL LYBECK,1900-12-30,KRISTIANIA,Kri,,,,,,,"'Herr professor Dr. Mikael Lybeck,, Waseniuska Bokhandeln,, Helsingfors., Finland.'",
2246,B19010101NN_Vi_takker,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1901-01-01,KRISTIANIA,Kri,,,,,,,,
2247,B19010102NN_Tak_for,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1901-01-02,KRISTIANIA,Kri,,,,,,,,
2248,B19010103GaG,peHI,HENRIK IBSEN,peGaG,GUSTAF AF GEIJERSTAM,1901-01-03,KRISTIANIA,Kri,peSuI,,,,,,,
2249,B19010111NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1901-01-11,KRISTIANIA,Kri,,,,,,,,
2250,B19010114GPM,peHI,HENRIK IBSEN,peGPM,PETER GABRIEL MEISTERLIN,1901-01-14,KRISTIANIA,Kri,,,,,,,"'Herr doktor G. P. Meisterlin,, Kristian Augusts gade 23,, hersteds.'",
2251,B19010115RFi,peHI,HENRIK IBSEN,peRFi,ROSA FITINGHOFF,1901-01-15,KRISTIANIA,Kri,peLFi,,,,,,"'Fröken Rosa Fitinghoff,, Karlavägen 42,, Stockholm.'",
2252,B19010121Nob,peHI,HENRIK IBSEN,orgNOB,SVENSKA AKADEMIENS NOBELKOMMITTÉ,1901-01-21,KRISTIANIA,Kri,,,,,,,,
2253,B19010123AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1901-01-23,KRISTIANIA,Kri,,,,,,,,
2254,B19010128DnFo,peHI,HENRIK IBSEN,orgDnFo,DEN NORSKE FORFATTERFORENING,1901-01-28,KRISTIANIA,Kri,peBS,,,,,,,
2255,BudatIAa_Indlagte,peHI,HENRIK IBSEN,peIAa,INGEBORG BJØRNSON,1900 - 1901-01,KRISTIANIA,Kri,,,,,,,,
2256,Budat1900-01NN_Schweizerpiller_1,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1901-01,KRISTIANIA,Kri,,,,,,,,
2257,Budat1900-01NN_Schweizerpiller_2,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1901-01,KRISTIANIA,Kri,,,,,,,,
2258,B19010403KT,peHI,HENRIK IBSEN,orgKT,DET KONGELIGE THEATER I KØBENHAVN,1901-04-03,KRISTIANIA,Kri,,,,,,,,
2259,B19011026BH,peHI,HENRIK IBSEN,peBH,BETTY HENNINGS,1901-10-26,KRISTIANIA,Kri,,,,,,,,
2260,B19020119JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1902-01-19,KRISTIANIA,Kri,,,,,,,,
2261,B19020708AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1902-07-08,KRISTIANIA,Kri,,,,,,,,
2262,B19021230VVe,peHI,HENRIK IBSEN,peVVe,VALDEMAR VEDEL,1902-12-30,KRISTIANIA,Kri,,,,,,,,
2263,Budat1902JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1902-12,KRISTIANIA,Kri,,,,,,,,
2264,Budat1902Gyl,peHI,HENRIK IBSEN,orgGyl,DEN GYLDENDALSKE BOGHANDEL,1902,KRISTIANIA,Kri,,,,,,,,
2265,Budat1903VVe1,peHI,HENRIK IBSEN,peVVe,VALDEMAR VEDEL,1903-01,KRISTIANIA,Kri,,,,,,,,
2266,Budat1903VVe2,peHI,HENRIK IBSEN,peVVe,VALDEMAR VEDEL,1903-02,KRISTIANIA,Kri,,,,,,,,
2267,Budat19031230EBu,peHI,HENRIK IBSEN,peEBu,EDVARD BULL,1903-12-30,KRISTIANIA,Kri,,,,,,,,
2268,Budat1903JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1903,KRISTIANIA,Kri,,,,,,,,
2269,Budat1904JF,peHI,HENRIK IBSEN,peJF,JOHAN FAHLSTRØM,1904-01,KRISTIANIA,Kri,peAlF,,,,,,,
2270,Budat19040214EBu,peHI,HENRIK IBSEN,peEBu,EDVARD BULL,1904-02-14,KRISTIANIA,Kri,,,,,,,,
2271,B19040803HotG,peHI,HENRIK IBSEN,orgHotG,HOTEL GRÖBNER,1904-08-03,[KRISTIANIA],Kri,,,,,,,,
2272,BudatIAa_onsker,peHI,HENRIK IBSEN,"'peBBj, peIAa'",BJØRN OG INGEBORG BJØRNSON,1900 - 1905,KRISTIANIA,Kri,,,,,,,,
2273,BudatLD_Dr_Henrik,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1900 - 1905,KRISTIANIA,Kri,,,,,,,,
2274,BudatGET,peHI,HENRIK IBSEN,peGET,GUSTAV THOMASSEN,1900 - 1905,KRISTIANIA,Kri,,,,,,,,
2275,BudatWA,peHI,HENRIK IBSEN,peWA,WILLIAM ARCHER,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,'Mr: William Archer.',
2276,BudatNN_forstnevnte,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,,
2277,BudatNN_Deres_virksomhed,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,,
2278,BudatCBH,peHI,HENRIK IBSEN,peCBH,LINA HASSELMANN,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,,
2279,BudatNN_Hjerteligste,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,,
2280,BudatNN_Med_udtrykket,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1900 - 1905-12-31,"UKJENT
                           OPPRINNELSESSTED",NN,,,,,,,,
2281,B18900131NN_Fur_das,peHI,HENRIK IBSEN,,ukjent mottager,1890-01-31,München,,,,,,,,,
2282,B18900211NN_kann_ich,peHI,HENRIK IBSEN,,ukjent mottager,1890-02-11,München,,peHSu,,,,,,,
2283,B18900417MP,peHI,HENRIK IBSEN,,Moritz Prozor,1890-04-17,München,,"'peRD, peCS, peESn'",,,,,,,
2284,Budat1890AA,peHI,HENRIK IBSEN,,André Antoine,1890-04,München,,"'peRD, peMP'",,,,,,,
2285,B18900501MG,peHI,HENRIK IBSEN,,Marcus Grønvold,1890-05-01,München,,,,,,,,,
2286,B18900506RD,peHI,HENRIK IBSEN,,Rodolphe Darzens,1890-05-06,München,,,,,,,,,
2287,B18900520NN_Brief,peHI,HENRIK IBSEN,,ukjent mottager,1890-05-20,München,,,,,,,,,
2288,B18900529EK,peHI,HENRIK IBSEN,,Emma Klingenfeld,1890-05-29,München,,,,,,,,,
2289,B18901120MP,peHI,HENRIK IBSEN,,Moritz Prozor,1890-11-20,München,,peMMP,,,,,,,
2290,B18901121ANL,peHI,HENRIK IBSEN,,Alois N. Lucek,1890-11-21,München,,,,,,,,,
2291,B18901125AuLa,peHI,HENRIK IBSEN,,August Larsen,1890-11-25,München,,"'peMP, peEK, peAL'",,,,,,,
2292,B18901126GB,peHI,HENRIK IBSEN,,Georg Brandes,1890-11-26,München,,,,,,,,,
2293,B18901202PR,peHI,HENRIK IBSEN,,Philipp Reclam jun.,1890-12-02,München,,,,,,,,,
2294,B18901204MP,peHI,HENRIK IBSEN,,Moritz Prozor,1890-12-04,München,,peMMP,,,,,,,
2295,B18901207BerTid,peHI,HENRIK IBSEN,,Berlingske Tidende,1890-12-07,München,,,,,,,,,
2296,B18901218NN_Erklarung,peHI,HENRIK IBSEN,,ukjente mottagere,1890-12-18,München,,peEK,,,,,,,
2297,B18901220PR,peHI,HENRIK IBSEN,,Philipp Reclam jun.,1890-12-20,München,,"'peWLa, peSFi'",,,,,,,
2298,B18910107MP,peHI,HENRIK IBSEN,,Moritz Prozor,1891-01-07,München,,"'peASa, peMMP'",,,,,,,
2299,B18910107Rog,peHI,HENRIK IBSEN,,Roger,1891-01-07,München,,"'peMP, peASa'",,,,,,,
2300,B18910123MP,peHI,HENRIK IBSEN,,Moritz Prozor,1891-01-23,München,,"'peLCa, peHNR, peAA, peMMP'",,,,,,,
2301,Budat18910128LCa,peHI,HENRIK IBSEN,,Luigi Capuana,1891-01-28,München,,pePiGa,,,,,,,
2302,B18910129MP,peHI,HENRIK IBSEN,,Moritz Prozor,1891-01-29,München,,"'peLCa, pePiGa, peAA'",,,,,,,
2303,Budat18910208HR,peHI,HENRIK IBSEN,,Helene Raff,1891-02-08,Berlin,,peDR,,,,,,,
